Sample,X(ms) [03.01.2012 22:56:23 658 UTC],"Temperatura"[%MD9]
120,1325631374658.278320,23.8593711853027
121,1325631374708.290960,23.9082012176514
122,1325631374758.274160,23.9082012176514
123,1325631374808.288080,23.8837852478027
124,1325631374858.288720,23.9082012176514
125,1325631374908.294140,23.9082012176514
126,1325631374958.268120,23.9082012176514
127,1325631375008.274020,23.8837852478027
128,1325631375058.318380,23.9082012176514
129,1325631375108.291740,23.9326152801514
130,1325631375158.278600,23.8837852478027
131,1325631375208.276400,23.9082012176514
132,1325631375258.324380,23.8837852478027
133,1325631375308.272300,23.9082012176514
134,1325631375358.271060,23.8837852478027
135,1325631375408.301040,23.9326152801514
136,1325631375458.345400,23.9082012176514
137,1325631375508.284020,23.9082012176514
138,1325631375558.284920,23.9082012176514
139,1325631375608.278440,23.9082012176514
140,1325631375658.305100,23.9082012176514
141,1325631375708.280340,23.8837852478027
142,1325631375758.272860,23.9082012176514
143,1325631375808.292020,23.9326152801514
144,1325631375858.284240,23.9082012176514
145,1325631375908.300920,23.9082012176514
146,1325631375958.280380,23.9082012176514
147,1325631376008.274860,23.9326152801514
148,1325631376058.273040,23.9082012176514
149,1325631376108.277960,23.9326152801514
150,1325631376158.307720,23.9082012176514
151,1325631376208.294000,23.9326152801514
152,1325631376258.279800,23.9326152801514
153,1325631376308.279740,23.9082012176514
154,1325631376358.305380,23.9082012176514
155,1325631376408.276260,23.9082012176514
156,1325631376458.283880,23.9082012176514
157,1325631376508.283120,23.9082012176514
158,1325631376558.278940,23.9082012176514
159,1325631376608.278500,23.9082012176514
160,1325631376658.302460,23.9326152801514
161,1325631376708.286340,23.9082012176514
162,1325631376758.267780,23.9082012176514
163,1325631376808.283820,23.9326152801514
164,1325631376858.274740,23.9326152801514
165,1325631376908.280440,23.9326152801514
166,1325631376958.272520,23.9082012176514
167,1325631377008.307540,23.9326152801514
168,1325631377058.294860,23.9326152801514
169,1325631377108.310240,23.9082012176514
170,1325631377158.284780,23.9326152801514
171,1325631377208.277580,23.9082012176514
172,1325631377258.284560,23.9326152801514
173,1325631377308.283360,23.9326152801514
174,1325631377358.275080,23.9326152801514
175,1325631377408.282780,23.9326152801514
176,1325631377458.290420,23.9082012176514
177,1325631377508.284740,23.9326152801514
178,1325631377558.279140,23.9326152801514
179,1325631377608.272340,23.9326152801514
180,1325631377658.324760,23.9326152801514
181,1325631377708.298160,23.9326152801514
182,1325631377758.280660,23.9326152801514
183,1325631377808.285020,23.9082012176514
184,1325631377858.285260,23.9326152801514
185,1325631377908.296540,23.9326152801514
186,1325631377958.282100,23.9326152801514
187,1325631378008.278940,23.9082012176514
188,1325631378058.290260,23.9082012176514
189,1325631378108.267520,23.9326152801514
190,1325631378158.308220,23.95703125
191,1325631378208.273580,23.8837852478027
192,1325631378258.300240,23.9326152801514
193,1325631378308.305780,23.9326152801514
194,1325631378358.282620,23.95703125
195,1325631378408.301320,23.9326152801514
196,1325631378458.287000,23.9326152801514
197,1325631378508.274560,23.95703125
198,1325631378558.266580,23.9326152801514
199,1325631378608.278740,23.9326152801514
200,1325631378658.309020,23.9814453125
201,1325631378708.352080,23.9814453125
202,1325631378758.279840,23.9326152801514
203,1325631378808.279820,23.9326152801514
204,1325631378858.275400,23.9326152801514
